Source,source name,source type,mapping type,Target,target name,target type,mapping description
M1028,Operating System Configuration,mitigation,mitigates,T1548.001,Setuid and Setgid,technique,"Applications with known vulnerabilities or known shell escapes should not have the setuid or setgid bits set to reduce potential damage if an application is compromised. Additionally, the number of programs with setuid or setgid bits set should be minimized across a system."
M1028,Operating System Configuration,mitigation,mitigates,T1553,Subvert Trust Controls,technique,Windows Group Policy can be used to manage root certificates and the <code>Flags</code> value of <code>HKLM\\SOFTWARE\\Policies\\Microsoft\\SystemCertificates\\Root\\ProtectedRoots</code> can be set to 1 to prevent non-administrator users from making further root installations into their own HKCU certificate store. (Citation: SpectorOps Code Signing Dec 2017)
M1028,Operating System Configuration,mitigation,mitigates,T1548.003,Sudo and Sudo Caching,technique,Ensuring that the <code>tty_tickets</code> setting is enabled will prevent this leakage across tty sessions.
M1028,Operating System Configuration,mitigation,mitigates,T1542.005,TFTP Boot,technique,"Follow vendor device hardening best practices to disable unnecessary and unused features and services, avoid using default configurations and passwords, and introduce logging and auditing for detection."
M1028,Operating System Configuration,mitigation,mitigates,T1552,Unsecured Credentials,technique,"There are multiple methods of preventing a user's command history from being flushed to their .bash_history file, including use of the following commands:
<code>set +o history</code> and <code>set -o history</code> to start logging again;
<code>unset HISTFILE</code> being added to a user's .bash_rc file; and
<code>ln -s /dev/null ~/.bash_history</code> to write commands to <code>/dev/null</code>instead."
M1028,Operating System Configuration,mitigation,mitigates,T1543.003,Windows Service,technique,Ensure that Driver Signature Enforcement is enabled to restrict unsigned drivers from being installed. 
M1027,Password Policies,mitigation,mitigates,T1003.008,/etc/passwd and /etc/shadow,technique,"Ensure that root accounts have complex, unique passwords across all systems on the network."
M1027,Password Policies,mitigation,mitigates,T1558.004,AS-REP Roasting,technique,Ensure strong password length (ideally 25+ characters) and complexity for service accounts and that these passwords periodically expire. Also consider using Group Managed Service Accounts or another third party product such as password vaulting. (Citation: AdSecurity Cracking Kerberos Dec 2015)
M1027,Password Policies,mitigation,mitigates,T1110,Brute Force,technique,Refer to NIST guidelines when creating password policies.(Citation: NIST 800-63-3)
M1027,Password Policies,mitigation,mitigates,T1003.005,Cached Domain Credentials,technique,"Ensure that local administrator accounts have complex, unique passwords across all systems on the network."
M1027,Password Policies,mitigation,mitigates,T1078.004,Cloud Accounts,technique,"Ensure that cloud accounts, particularly privileged accounts, have complex, unique passwords across all systems on the network. Passwords and access keys should be rotated regularly. This limits the amount of time credentials can be used to access resources if a credential is compromised without your knowledge. Cloud service providers may track access key age to help audit and identify keys that may need to be rotated.(Citation: AWS - IAM Console Best Practices)"
M1027,Password Policies,mitigation,mitigates,T1110.004,Credential Stuffing,technique,Refer to NIST guidelines when creating password policies. (Citation: NIST 800-63-3)
M1027,Password Policies,mitigation,mitigates,T1552.001,Credentials In Files,technique,Establish an organizational policy that prohibits password storage in files.
M1027,Password Policies,mitigation,mitigates,T1555,Credentials from Password Stores,technique,"The password for the user's login keychain can be changed from the user's login password. This increases the complexity for an adversary because they need to know an additional password.

Organizations may consider weighing the risk of storing credentials in password stores and web browsers. If system, software, or web browser credential disclosure is a significant concern, technical controls, policy, and user training may be used to prevent storage of credentials in improper locations."
M1027,Password Policies,mitigation,mitigates,T1555.003,Credentials from Web Browsers,technique,"Organizations may consider weighing the risk of storing credentials in web browsers. If web browser credential disclosure is a significant concern, technical controls, policy, and user training may be used to prevent storage of credentials in web browsers."
M1027,Password Policies,mitigation,mitigates,T1552.002,Credentials in Registry,technique,Do not store credentials within the Registry.
M1027,Password Policies,mitigation,mitigates,T1003.006,DCSync,technique,"Ensure that local administrator accounts have complex, unique passwords across all systems on the network."
M1027,Password Policies,mitigation,mitigates,T1078.001,Default Accounts,technique,"Applications and appliances that utilize default username and password should be changed immediately after the installation, and before deployment to a production environment. (Citation: US-CERT Alert TA13-175A Risks of Default Passwords on the Internet)"
